user_id;age;city;state;country
49582;29.0;le mans;pays de la loire;france
49634;53.0;cape town;western cape;south africa
50165;41.0;bellevue;washington;usa
50325;34.74389988072476;albuquerque;new mexico;usa
50491;33.0;salisbury;england;united kingdom
50605;34.74389988072476;seattle;washington;usa
50861;29.0;springfield;massachusetts;usa
51459;24.0;ouagadougou;kadiogo;burkina faso
51714;39.0;edmonton;alberta;canada
51944;51.0;kennewick;washington;usa
52092;34.74389988072476;ty`n-y-gongl;wales;united kingdom
52847;34.0;irvine;california;usa
53472;18.0;los angeles;california;usa
53688;28.0;paris;france;ile de france, france
53722;34.74389988072476;barcelona;catalunya;spain
54118;47.0;bird cove;newfoundland;canada
54148;75.0;st marys;new south wales;australia
54154;21.0;hamilton;;new zealand
54261;43.0;janesville;wisconsin;usa
54395;32.0;smethwick;england;united kingdom
54648;34.74389988072476;santa claus;indiana;usa
54693;34.74389988072476;tampere;tampere;finland
55217;26.0;vigo;pontevedra;spain
55894;20.0;shropshire;england;united kingdom
56003;34.74389988072476;freiburg;baden-wuerttemberg;germany
56103;13.0;marani;queensland;australia
56276;19.0;el masnou;catalunya;spain
57039;34.74389988072476;zurich;zurich;switzerland
57148;24.0;stirling;scotland;united kingdom
57253;66.0;mt prospect;illinois;usa
57367;30.0;aalborg;nordjylland;denmark
57515;44.0;8125-915 vilamoura;algarve;portugal
57706;34.74389988072476;iasi;;rwanda
57868;26.0;freiburg;baden-wuerttemberg;germany
57954;38.0;fargo;north dakota;usa
58077;19.0;phoenix;arizona;usa
58162;20.0;madrid;madrid;spain
58297;13.0;dunedin;otago;new zealand
58456;33.0;nottingham;england;united kingdom
58710;48.0;inver grove heights;minnesota;usa
58736;51.0;carthage;missouri;usa
59246;25.0;winnipeg;manitoba;canada
59616;34.74389988072476;port melbourne;victoria;australia
59756;25.0;belgrade;;yugoslavia
59792;17.0;campbellford;ontario;canada
60067;44.0;silver spring;maryland;usa
60391;42.0;bury st edmunds;suffolk;united kingdom
60535;73.0;danbury;connecticut;usa
60548;57.0;lindenhurst;new york;usa
61361;23.0;glen waverley;victoria;australia
61602;31.0;sioux city;iowa;usa
61982;20.0;singapore;;singapore
62513;43.0;port macquarie;nsw;australia
63074;44.0;istanbul;;turkey
63669;25.0;xiaogan hubei;;china
63765;46.0;hertford;england;united kingdom
64373;21.0;chasseneuil-du-poitou;vienne;france
65365;34.74389988072476;ypsilanti;michigan;usa
65510;15.0;hamilton;new zealand;new zealand
65996;39.0;oldenburg;niedersachsen;germany
66365;16.0;st. pölten;niederösterreich;austria
66746;27.0;saint john;new brunswick;canada
67371;34.74389988072476;raumati beach;kapiti coast;new zealand
67598;22.0;siegburg;nordrhein-westfalen;germany
67628;23.0;figueira da foz;coimbra;portugal
67636;34.74389988072476;powell river;british columbia;canada
67669;18.0;muntinlupa;metro manila;philippines
67704;34.74389988072476;kuala lumpur;;malaysia
67804;31.0;mayo;yukon territory;canada
67994;57.0;hobart;;australia
69102;22.0;loveland;colorado;usa
69493;42.0;fpo;armed forces pacific (ap);japan
69499;31.0;sutherland;new south wales;australia
70238;26.0;münchen;bavaria;germany
70314;23.0;victoria;british columbia;canada
70550;37.0;perth;western australia;australia
70731;38.0;ivanhoe;victoria;australia
71449;19.0;bauru;são paulo;brazil
71464;23.0;harlem;georgia;usa
71806;57.0;allentown;pennsylvania;usa
72030;38.0;taylor;texas;usa
72424;58.0;camberwell;victoria;australia
72687;70.0;adelaide;south australia;australia
73224;42.0;salt lake city;utah;usa
73260;32.0;minneapolis;minnesota;usa
73445;16.0;sydney;new south wales;australia
73515;29.0;malibu;california;usa
73782;32.0;west palm beach;florida;usa
73911;32.0;melbourne;victoria;australia
73940;56.0;mystic;iowa;usa
74121;42.0;southend-on-sea;essex;united kingdom
74189;21.0;duluth;georgia;usa
74640;28.0;manhattan;illinois;usa
74903;25.0;chula vista;california;usa
75339;34.74389988072476;hamburg;hamburg;germany
75599;25.0;hamburg;hamburg;germany
76024;21.0;boudry;neuchatel;switzerland
76301;19.0;pasig city;;philippines
76413;29.0;kansas city;missouri;usa
76436;24.0;vila nova de gaia - porto;douro litoral;portugal
76901;16.0;edmonton;alberta;canada
76968;21.0;hattingen;nordrhein-westfalen;germany
78637;16.0;gainesville;florida;usa
78797;53.0;leeston;canterbury;new zealand
78844;68.0;otis;oregon;usa
78991;13.0;perth;western australia;australia
79738;52.0;onalaska;wisconsin;usa
80908;30.0;lleida;catalunya;spain
81153;27.0;london;england;united kingdom
81323;34.0;austin;texas;usa
81399;24.0;yellville;arkansas;usa
81639;32.0;hughes springs;texas;usa
81759;29.0;minneapolis;minnesota;usa
81862;29.0;barnsley;south yorkshire;united kingdom
82426;28.0;carcavelos;lisboa;portugal
83407;15.0;oakley;michigan;usa
83469;28.0;sterling;virginia;usa
83490;19.0;crescent city;california;usa
83579;34.74389988072476;adelaide;south australia;australia
83749;36.0;west valley city;utah;usa
85652;38.0;westbury;new york;usa
85667;25.0;seven hills;new south wales;australia
86147;33.0;austin;texas;usa
87595;42.0;barcelona;catalunya;spain
87649;57.0;lakes entrance;victoria;australia
87794;33.0;loudon;new hampshire;usa
88074;30.0;green bay;wisconsin;usa
88998;57.0;philadelphia;pennsylvania;usa
90235;44.0;dumfries;virginia;usa
90361;34.74389988072476;mukilteo;washington;usa
90609;20.0;blacksburg;virginia;usa
91074;34.74389988072476;moruya;new south wales;australia
91254;30.0;valladolid;;spain
91692;53.0;tacoma;washington;usa
92727;33.0;marietta;georgia;usa
93274;17.0;borgloon;limburg;belgium
93502;20.0;inverness;scotland;united kingdom
93717;38.0;castle hill;new south wales;australia
94099;22.0;collings lakes;new jersey;usa
94128;41.0;palmerston north;manawatu;new zealand
94129;17.0;riga;;latvia
94782;26.0;dortmund;nordrhein-westfalen;germany
95264;36.0;albion park;new south wales;australia
95443;30.0;sanlucar de barrameda;cadiz;spain
96797;24.0;groningen;groningen;netherlands
96941;19.0;gonnesa;sardegna;italy
98210;25.0;athens;attiki;greece
98458;22.0;tianjin;tianjin city;china
98893;26.0;mérida;badajoz;spain
98975;49.0;south west rocks;new south wales;australia
99400;28.0;edmonton;alberta;canada
99623;34.74389988072476;canberra;australian capital territory;australia
99805;24.0;sydney;new south wales;australia
100108;71.0;vogelsbergkreis;hessen;germany
100217;31.0;preston;england;united kingdom
100434;20.0;grasberg;niedersachsen;germany
100452;34.74389988072476;vancouver;british columbia;canada
100682;16.0;medan;sumatera utara;indonesia
100881;34.74389988072476;thetford;norfolk;united kingdom
100995;27.0;berlin;berlin;germany
101171;34.74389988072476;port moody;british columbia;canada
101538;16.0;perth;western australia;austria
101666;49.0;wien;wien;austria
101861;61.0;carbondale;colorado;usa
102238;66.0;lindfield;new south wales;australia
102321;45.0;southsea;hampshire;united kingdom
102322;54.0;selm;nrw;germany
102344;35.0;chanhassen;minnesota;usa
103343;34.74389988072476;queanbeyan;new south wales;australia
103394;16.0;prestwick;scotland;united kingdom
103666;28.0;newport news;virginia;usa
104466;24.0;doncaster;england;united kingdom
105695;39.0;overland park;kansas;usa
105795;24.0;elche;alicante;spain
105968;41.0;anchorage;alaska;usa
106082;24.0;san diego;california;usa
106266;42.0;fort myers;florida;usa
106656;46.0;enid;oklahoma;usa
106742;19.0;wien;wien;austria
106764;15.0;brisbane;queensland;australia
106943;20.0;franklin;nebraska;usa
107042;34.74389988072476;aachen;nordrhein-westfalen;germany
107100;49.0;oakville;ontario;canada
107923;29.0;glasgow;scotland;united kingdom
108386;24.0;giesen;niedersachsen;germany
108687;28.0;cerdanyola del valles;barcelona;spain
109107;19.0;orange;california;usa
109451;13.0;sydney;new south wales;australia
109591;20.0;rietschen;sachsen;germany
109823;17.0;melbourne;victoria;australia
109893;34.74389988072476;olney;england;united kingdom
110579;25.0;abilene;texas;usa
110935;52.0;ithaca;new york;usa
111162;18.0;kathmandu;;nepal
111232;26.0;porto;porto;portugal
111433;23.0;lima;lima;peru
112060;27.0;helsinki;uusimaa;finland
113345;33.0;santa cruz de aragua;aragua;venezuela
114983;21.0;chelmer;queensland;australia
115571;25.0;west sacramento;california;usa
115714;41.0;bedford;massachusetts;usa
115995;34.0;grand rapids;michigan;usa
116341;22.0;antwerp;flanders;belgium
116993;34.74389988072476;seoul;"\n/a\""";"south korea"""
117030;34.74389988072476;brisbane;queensland;australia
117091;27.0;bracknell;berkshire;united kingdom
117581;41.0;alton;illinois;usa
117683;28.0;manchester;manchester;united kingdom
118024;46.0;bremen;bremen;germany
118141;20.0;warsaw;mazowieckie;poland
118235;56.0;terra alta;west virginia;usa
118289;53.0;north york;ontario;canada
118817;32.0;malmö;skåne;sweden
119299;20.0;annemasse;haute-savoie,;
119556;54.0;asheville;north carolina;usa
119952;40.0;long beach;california;usa
120081;15.0;glenelg;south australia;australia
120485;20.0;ballarat;victoria;australia
120543;20.0;ourense;ourense;spain
120563;49.0;maldon;essex;united kingdom
121010;34.0;london;tooting;united kingdom
121070;27.0;lyon;rhône-alpes;france
121263;48.0;sayreville;new jersey;usa
121321;23.0;conshohocken;pennsylvania;usa
121323;57.0;mazatlan;sinaloa;mexico
121845;34.74389988072476;oak park;illinois;usa
122660;13.0;remscheid;nordrhein-westfalen;germany
123114;33.0;owego;new york;usa
123168;39.0;chandler;arizona;usa
123182;19.0;bellevue;washington;usa
123549;22.0;newmarket;ontario;canada
123751;24.0;london;england;united kingdom
123791;34.74389988072476;hannover;niedersachsen;germany
123822;28.0;woden;australian capital territory;australia
124546;37.0;mayerthorpe;alberta;canada
124827;59.0;nanaimo;british columbia;canada
125053;24.0;aachen;nordrhein-westfalen;germany
125889;21.0;taringa;queensland;australia
126851;74.0;spring branch;texas;usa
126983;32.0;townsville;queensland;australia
127121;15.0;tucson;arizona;usa
127382;23.0;manchester;england;united kingdom
127521;38.0;hammond;;usa
128096;23.0;belo horizonte;minas gerais;brazil
128241;27.0;lakeville;connecticut;usa
128354;36.0;casselton;north dakota;usa
128447;34.74389988072476;chico;ca;united states
128504;50.0;covington;kentucky;usa
129759;46.0;bloomington;minnesota;usa
130524;34.0;dortmund;nordrhein-westfalen;germany
130591;27.0;secunderabad;andhra pradesh;india
130594;18.0;mysore;karnataka;india
130611;35.0;wa;perth;australia
131389;14.0;auckland;;new zealand
131602;34.0;plymouth;michigan;usa
131819;21.0;bonn;nordrhein-westfalen;germany
132143;60.0;mt. view;missouri;usa
132242;33.0;hadley;massachusetts;usa
132492;34.74389988072476;hamburg- rissen;hamburg;germany
132520;43.0;dubbo;new south wales;australia
132836;57.0;west palm beach;florida;usa
133348;26.0;heidelberg;baden-wuerttemberg;germany
133353;33.0;elwood;indiana;usa
133645;24.0;blimea;asturias;spain
134059;34.74389988072476;wien;wien;austria
134888;17.0;nürnberg;bayern;germany
135627;34.0;basing;hampshire;united kingdom
135880;56.0;hague;new york;usa
136225;34.74389988072476;new britain;connecticut;usa
136293;37.0;thiensville;wisconsin;usa
136363;34.74389988072476;wien;wien;austria
136454;27.0;zollikofen;bern;switzerland
136846;20.0;jakarta;;indonesia
137283;36.0;toronto;ontario;canada
137352;18.0;ovar;aveiro;portugal
137632;36.0;muenchen;bayern;germany
138546;28.0;sydney;new south wales;australia
139406;34.74389988072476;davis;west virginia;usa
139562;49.0;springfield;oregon;usa
139566;34.0;gisborne;;new zealand
139589;34.74389988072476;lake helen;florida;usa
140192;24.0;düsseldorf;nordrhein-westfalen;germany
140437;24.0;lisboa;;portugal
140486;42.0;south lanarkshire;scotland;united kingdom
140661;20.0;fortaleza;ceará;brazil
141049;37.0;melbourne;victoria;australia
141209;19.0;austin;texas;usa
141232;32.0;obing;bayern;germany
141518;27.0;vigo;pontevedra,;
141565;26.0;rogue river;oregon;usa
141608;25.0;trnava;trnava;slovakia
141832;32.0;st. paul;minnesota;usa
141842;15.0;ecorse;michigan;usa
142366;38.0;new olreans;louisiana;usa
142377;58.0;covina;california;usa
143055;19.0;lauchhammer;brandenburg;germany
143259;50.0;kissimmee;florida;usa
143682;51.0;edmonton;alberta;canada
143957;52.0;marianna;florida;usa
144124;29.0;riedstadt-erfelden;hessen;germany
144365;37.0;owasso;oklahoma;usa
145241;24.0;espoo;;finland
145355;29.0;rockwood;ontario;canada
145667;30.0;tulsa;oklahoma;usa
145710;14.0;wynnewood;pennsylvania;usa
145761;15.0;singapore;;singapore
145999;43.0;denver;colorado;usa
146121;54.0;fond du lac;wisconsin;usa
146381;56.0;winnipeg;manitoba;canada
146466;14.0;indianapolis;indiana;usa
146638;34.74389988072476;westhaven;california;usa
146659;31.0;fond du lac;wisconsin;usa
147360;25.0;derbyshire;england;united kingdom
147648;24.0;brisbane;queensland;australia
147654;20.0;aachen;nordrhein-westfalen;germany
147993;18.0;warsaw;mazowieckie;poland
148800;52.0;houston;texas;usa
149172;37.0;aurora;colorado;usa
149368;34.0;bran;transilvania;italy
150092;30.0;marseille;bouches du rhone;france
150695;33.0;pittsburgh;pennsylvania;usa
151482;50.0;richmondhill,;ontario;canada
152439;18.0;west sussex;england;united kingdom
153621;29.0;zaragoza;aragón;spain
154197;27.0;anchorage;alaska;usa
154413;21.0;quezon city;,;
154423;52.0;forrestfield;western australia;australia
154425;20.0;sarajevo 71000;bosnia and herzegovina;bosnia and herzegovina
155047;41.0;wilwisheim;alsace;france
155939;37.0;murfreesboro;tennessee;usa
156876;37.0;córdoba;córdoba;argentina
157489;23.0;sydney;nova scotia;canada
157783;33.0;townsville;queensland;australia
157818;26.0;paderborn;nordrhein-westfalen;germany
157990;34.74389988072476;waukesha;wisconsin;usa
158601;55.0;taylors lakes;victoria;australia
158663;41.0;cincinnati;ohio;usa
158851;39.0;sonoma;california;usa
159510;22.0;moodus;connecticut;usa
160241;18.0;kumanovo;macedonia;macedonia
160629;57.0;rose city;michigan;usa
160760;35.0;orleans;ontario;canada
161068;18.0;dongguan;guangdong province;china
161153;34.74389988072476;perry;florida;usa
161694;21.0;torino;piemonte;italy
161726;32.0;london;england;united kingdom
161849;26.0;peterborough;ontario;canada
161966;49.0;rosanna;victoria;australia
162085;21.0;toronto;ontario;canada
162243;63.0;attica;new york;usa
162279;28.0;borlänge;dalarna;sweden
162528;21.0;rose hill;plaine wilhems;mauritius
163534;37.0;northampton;england;united kingdom
163609;21.0;gulfport;florida;usa
163824;17.0;strasbourg;alsace;france
164315;31.0;barcelona;catalunya;spain
164896;43.0;wilsonville;oregon;usa
165201;21.0;huddersfield;england;united kingdom
165371;17.0;putarajaya;;malaysia
165549;27.0;schorndorf;baden-wuerttemberg;germany
165558;18.0;nantes;loire atlantique;france
165587;18.0;littlehampton;south australia;australia
165637;29.0;kuala lumpur;;malaysia
165751;33.0;halifax;nova scotia;canada
166416;36.0;como;lombardia;italy
166498;19.0;jamestown;tennessee;usa
166648;40.0;tampa;florida;usa
166755;50.0;o`halloran hill;south australia;australia
167157;16.0;edinburgh;scotland;united kingdom
167940;34.74389988072476;toronto;ontario;canada
168800;19.0;zamboanga;mindanao;philippines
169014;23.0;st. louis;missouri;usa
169123;55.0;casper;wyoming;usa
169773;20.0;claremont;california;usa
170607;36.0;creston;iowa;usa
170795;49.0;dallas;texas;usa
171007;38.0;alamogordo;new mexico;usa
171013;46.0;germantown;illinois;usa
171177;40.0;greenwood;indiana;usa
172235;59.0;drummond;victoria;australia
172664;32.0;paderborn;nordrhein-westfalen;germany
172787;47.0;rio de janeiro;rio de janeiro;brazil
172888;57.0;valence;rhône alpes;france
173001;53.0;wellington;wellington;new zealand
173315;77.0;aiken;south carolina;usa
173433;34.74389988072476;ames;iowa;usa
173441;22.0;ayton;scotland;united kingdom
173632;36.0;graz;steiermark;austria
174017;34.0;henstridge;england;united kingdom
174145;47.0;seattle;washington;usa
175040;34.74389988072476;st. paul;minnesota;usa
175234;41.0;seattle;washington;usa
175307;39.0;memphis;tennessee;usa
175315;31.0;tottenham;ontario;canada
175510;32.0;hagen;nordrhein-westfalen;germany
175880;34.74389988072476;bury st edmunds;england;united kingdom
175891;24.0;los palacios;sevilla;spain
176023;28.0;new york;new york;usa
176162;21.0;depew;new york;usa
176509;13.0;römerstein;baden-wuerttemberg;germany
176525;40.0;lockport;illinois;usa
177250;49.0;oviedo;florida;usa
177294;18.0;reading;england;united kingdom
177367;34.74389988072476;new orleans;louisiana;usa
177435;42.0;arlington;washington;usa
177534;24.0;pontevedra;galicia;spain
177923;29.0;vitoria;alava;spain
178072;54.0;takaka;golden bay;new zealand
178978;32.0;albq;new mexico;usa
179454;23.0;los angeles;california;usa
180149;37.0;woodlawn;tennessee;usa
180151;16.0;pace;florida;usa
180440;28.0;edinburgh;midlothian;united kingdom
180795;22.0;sheffield;england;united kingdom
181122;17.0;mexico df;mexico df;mexico
181156;59.0;port augusta;south australia;australia
181248;34.74389988072476;batang berjuntai;selangor;malaysia
181293;68.0;mentone;victoria;australia
181526;21.0;chendu sichuan china;sichuan province;china
182063;26.0;karlsruhe;baden-wuerttemberg;germany
182215;20.0;oxford;oxfordshire;united kingdom
182339;36.0;sun prairie;wisconsin;usa
182700;23.0;northamptonshire;england;united kingdom
183346;34.74389988072476;delmenhorst;niedersachsen;germany
183418;30.0;valencia;valencia;spain
183568;20.0;sarasota;florida;usa
184028;72.0;st. louis;missouri;usa
184342;13.0;springwood;new south wales;australia
184966;30.0;lisboa;;portugal
185123;31.0;dublin;leinster;ireland
185210;28.0;roma;lazio;italy
185651;34.74389988072476;città di castello;umbria;italy
185726;23.0;ourimbah;new south wales;australia
185997;51.0;godalming;england;united kingdom
187257;75.0;rocky hill;new jersey;usa
187309;57.0;lydney;england;united kingdom
187618;34.0;kingston;ontario;canada
187745;14.0;sydney;new south wales;australia
188268;21.0;oulu;pohjois-pohjanmaa;finland
188331;55.0;green cove springs;florida;usa
188411;33.0;kleve;nordrhein-westfalen;germany
188877;37.0;fareham;hampshire;united kingdom
188912;34.74389988072476;christchurch;canterbury;new zealand
189190;28.0;winston-salem;north carolina;usa
189340;34.74389988072476;ottawa;ontario;canada
189540;19.0;belding;michigan;usa
189750;29.0;córdoba;andalucía;spain
190175;34.74389988072476;sydney;new south wales;australia
191075;29.0;delta;british columbia;canada
191108;79.0;greenwich;new south wales;australia
192199;57.0;prairieville;louisiana;usa
192895;23.0;mexico;mexico city;mexico
193117;61.0;gatineau;quebec;canada
193634;34.74389988072476;port townsend;washington;usa
193873;28.0;new delhi;new delhi;india
193926;38.0;dubbo;new south wales;australia
194260;23.0;dae-jeon;dae-jeon;yu-song, guam-dong, 626-1, 302, south korea
194423;57.0;noosaville;queensland;australia
194732;44.0;star;north carolina;usa
195124;34.74389988072476;châtel;vaud;switzerland
195727;24.0;clichy la garenne;ile de france;france
195762;38.0;apache junction;arizona;usa
196006;29.0;edewecht;niedersachsen;germany
196298;24.0;köln;nordrhein-westfalen;germany
196910;44.0;catskill;new york;usa
197376;47.0;sydney;new south wales;australia
197505;39.0;tatamagouche;nova scotia;canada
197792;7.0;canberra;australian capital territory;australia
197984;62.0;drums;pennsylvania;usa
198246;57.0;cotati;california;usa
198835;36.0;murphy;texas;usa
199415;49.0;santa clara;california;usa
199545;26.0;potsdam;brandenburg;germany
199841;38.0;são paulo;são paulo;brazil
200374;30.0;williamstown;victoria;australia
201702;23.0;st. george;ontario;canada
202359;34.74389988072476;swarzedz;wielkopolska;poland
202647;34.74389988072476;london;england;united kingdom
202764;27.0;santander;cantabria;spain
202905;43.0;agrate brianza (milano);lombardia;italy
203047;55.0;mount duneed;victoria;australia
203151;26.0;hamilton;waikato;new zealand
203669;28.0;bandung;,;
203820;31.0;zaragoza;zaragoza;spain
204506;24.0;kingston;ontario;canada
204592;19.0;bridgwater;england;united kingdom
205019;29.0;aladinma;imo state;n/a, nigeria
205338;30.0;new plymouth;taranaki;new zealand
205350;34.74389988072476;vancouver;british columbia;canada
205483;50.0;san sebastián;guipúzcoa;spain
205714;15.0;n. st. paul;minnesota;usa
206187;14.0;glen iris;victoria;australia
207184;44.0;huntingdon;cambridgeshire;united kingdom
